vib_rms,gas_mean,snr,rssi,distance,peak_acc,event
0.4371933356265931,406.7220275322783,6.497624129605658,-99.6454241533751,68.6205749126905,1.2645553633933349,0
2.333110710549535,373.8276225849319,-12.740102210315252,-67.55620476548086,171.4556648721027,4.330425921587896,1
0.174108677599855,228.19893613201543,-11.074257101192623,-89.55374024171203,270.4034236865971,0.5008454060657939,0
1.7290911474954884,576.7422577306131,-3.622612193941979,-61.307409225091384,175.29216158076497,5.034055882176893,1
1.6371354916216008,436.82540156632183,-17.13813797288372,-86.03322149592233,5.872855185638425,4.31950377308616,1
2.916462353809079,841.1396681084261,-13.200274278940766,-81.5477393387941,185.9064502665263,8.744268152416643,1
0.8636963065254305,636.3432716323529,8.101377621400488,-100.3910067651909,2.116358519695426,1.5292809203408617,0
1.5136782652027703,702.0610620198479,-14.023292946625698,-64.7738418433782,220.19775940086382,3.2046377109563178,1
0.12261429171439533,843.3161711817531,2.8537349254972213,-79.06175157784179,33.981675922094,0.3400296986078956,1
2.718378975778216,259.2411961700233,8.162458342389119,-110.19060110874777,238.07966076267232,6.506496090122131,1
0.41325107408290385,652.6307957816198,3.450302332572388,-69.79533251715861,126.793577037882,1.1285420304072675,0
0.6693127373657781,354.92048457623594,-6.4520779694677355,-94.59994694310053,32.88719027964075,1.4274772539005205,0
1.2868385135765712,593.3818132998853,-14.129153927613556,-109.02508531080477,159.94811963312137,2.09124247926294,0
2.742686362460749,780.4162949728401,-5.829858791871905,-69.05451365668114,235.4472628050599,6.824421650801374,1
1.6673605153499882,317.00579979698716,-1.1831553906767525,-84.79834182610699,102.18717497793098,4.595442514458558,1
1.6394891349983876,801.1127796258249,4.705215690734839,-73.61087950014098,209.9508835367018,2.7042397268168847,1
0.4788991804117936,286.3428441292445,-7.039788717377451,-83.60435756229744,46.78654068608616,0.7913060559962858,0
2.7648214220417953,384.5228095084679,-12.758636422727323,-72.12692070012778,209.95897582667536,8.248747561991719,1
1.0038806375811513,692.6972861310342,-7.6587722439223125,-89.00952335870858,171.3299578996705,2.2955654815063573,0
1.8058238247919842,513.6141696973543,-3.5419948601756275,-67.21231448839812,70.14175090983555,3.96082753282868,1
2.415583712119127,375.99098917423527,3.3077865544171736,-98.49134330719154,133.3004001698173,5.832603698187689,1
0.30246720579711,676.9628012491993,5.786449777684069,-102.04230984347511,60.4086838701736,0.8129033033196807,0
0.23462984279778076,832.8941240141335,4.03237767422112,-58.35147329829715,176.58488179745933,0.5678124887654238,1
1.9569407745373777,241.3454510613863,-8.770683445269333,-84.23401399067431,108.9024915623096,4.032345299362094,1
0.6241010339128379,212.31353657396068,-2.9918499223563764,-98.00594792172254,129.82846844168594,1.8488699563216573,0
2.375807501276458,322.5322293976043,-4.731890130185173,-106.65837167417286,48.445813982523845,6.53436657549642,1
0.30440423196193434,631.2960953819634,0.9460577425081134,-61.59497395396613,139.70282673790686,0.7680512279427736,0
2.1477805522640674,512.5489752955989,-18.24929404188956,-89.29296329565383,125.27606858421808,3.3503621165811954,1
1.2271369585072844,785.8175166694433,-6.798541526867121,-65.39167618408672,83.78467823090774,3.276062801011323,1
1.9843946039350164,729.9033697085268,-15.125634410636119,-52.168120858235966,160.5262963509483,4.0777427890548665,1
2.3734010145563595,887.6874600521761,4.315774765299913,-76.76785056264521,238.2402192328762,5.373689102100438,1
0.1883162182449666,438.49579039968074,6.994751650029659,-84.18474176007103,62.939904894524375,0.330841512298698,0
1.2390929767261054,866.639744208595,-10.103321061293752,-70.01035182685096,218.88724837355775,2.161474887074547,1
0.6575401281286233,466.3024818764667,-1.387168325813949,-96.2933772110433,226.4820230494094,1.665957873776212,0
0.9632567474761728,773.7525565770137,-1.0987134966273189,-119.73366273577703,55.00268746490727,2.5711035385359224,1
0.7244800872871566,384.8077758961532,5.469144524403507,-59.8658874131953,134.65356118445092,1.2779527279195375,0
1.3149044943646016,708.4000636093351,7.200768217875179,-98.70357648399084,273.21521618127235,2.7774545388500087,0
2.3450727944031438,291.21062768779814,2.42247878931731,-119.45628287983898,274.02925277159204,6.221570867073336,1
2.3177950697424303,493.1741165270116,-0.5804896504585138,-73.8865458892133,247.8584327776932,5.709548682540534,1
1.6798488863834844,526.9550355852756,7.1265994314455945,-55.490048248794594,270.9883866077123,4.0744454743563105,1
1.6531129885381302,538.6627486775495,5.4179577825335805,-58.71920717601798,46.14367031962499,3.833280459918779,1
0.7783614759338764,431.9802865009822,-0.6185278856264951,-113.64720419679388,31.05295253591455,1.7235939472665374,0
0.3223616349412302,270.6302321264726,-17.34764216972589,-69.73583759593438,57.73534825788722,0.5214830023829432,0
0.13787033851636202,560.9089327987463,5.339073556607058,-53.734321876443815,53.64198307855773,0.2987138642323396,0
0.9435026679933722,720.7331324943482,-0.035207032677927685,-88.40438986651597,219.86706706504137,2.7226619758045785,0
1.5089109349175027,777.1170406533138,-9.149093805039696,-69.3658327568647,130.26815953549777,4.348722076218915,1
0.272772891294304,789.4614121538782,-9.656581745511799,-119.9521913493557,274.4188858910083,0.6062777538856621,1
1.601246094488559,709.8323125031105,-14.753261815964587,-61.84591100117815,43.00452669345907,3.4458245216891754,1
2.0157735868258273,866.3488952557352,-7.152528453583056,-78.57199514979865,227.1501260740165,3.8545474418481875,1
1.7972708388248733,794.5495869940765,-6.953334735198851,-109.15702615941609,99.39455426162253,4.844990794957233,1
2.7494565877232247,771.6127621803766,-9.558111010318338,-63.03282174299669,31.885301958913274,7.414816548595751,1
2.057066432569981,657.6093034566572,-15.459665566530525,-94.1905059219611,92.80897717482496,5.888203752276016,1
1.5767798389933134,208.932515118178,-9.441103079650938,-82.88165168546692,260.0126820568666,3.5579036973191602,1
0.16374134051198702,294.5900020805652,4.4226496141806635,-81.4156481012945,112.10816669527217,0.4876861607262234,0
0.2986295241720597,681.4790958471318,-1.0851847725606518,-106.03707759910532,249.98278193378042,0.6077298201569795,0
0.3009485349119295,854.1314624204879,-16.443733817199668,-76.12039696135488,214.6803633769686,0.6550421096966452,1
2.1137468594243267,702.0994141342185,-0.5132723343435543,-62.88418013042146,267.9588847527977,3.4342627476750875,1
1.0249389034236502,584.5568662949921,-0.10597926864653573,-75.70869641845493,243.375176501116,3.0558070195434035,0
1.402163723226064,548.8668917545936,-1.9280009887043867,-106.04345546449055,116.12825999770195,3.9353511672332853,0
0.01902362377661349,431.6284796206868,-8.764769847989669,-66.56958716179797,241.44592366873164,0.04665689365512637,0
2.5128122923158713,476.65398839327923,0.25897897064930575,-70.97746782726607,175.14107797784342,6.671942164958961,1
0.5422958888918756,878.4379732935754,-17.327445346508476,-59.85412144574211,71.94580074839226,0.878000311003759,1
1.1940409768647493,204.53188383290671,-2.0915081444789827,-114.57393824425523,135.5956837311617,1.8241756162738278,0
1.4424924428811934,745.0813019533597,-0.3230545662640196,-57.74039162440376,54.822076245038076,3.597431142258888,0
0.4474861913883162,660.8137652340447,9.579143751780062,-56.95234469117241,54.32819393579339,1.1556019550070746,0
0.7833085819893273,839.6078280646847,-1.70993218309167,-103.08641420025583,68.99410283171456,1.2570732837238232,1
