distance,snr,rssi,sf,event,packet_success
120,45.24353637469028,-71.78736349522916,9,0,1
2025-12-01T13:45:48.994979,1,134,-71.05458835989327,45.976311510026164,9,0,1,0.03944701064836033,9.100629653582939,10.137008352263225
2025-12-01T13:45:49.019516,2,112,-63.89698508882337,53.13391478109607,8,0,1,0.040005224523018496,8.881312128308931,10.043303870877923
2025-12-01T13:45:49.044970,3,36,-54.42138538989685,62.60951448002259,11,0,1,0.04052994556554188,8.875818957161966,10.00136834893168
2025-12-01T13:45:49.065751,4,87,-66.05449918194059,50.97640068797885,8,0,1,0.03944913497941526,8.937814968835713,10.021332832675549
2025-12-01T13:45:49.089433,5,41,-56.096408698624835,60.9344911712946,12,0,1,0.03968238362599138,8.987650213329237,10.00160511366606
2025-12-01T13:45:49.110336,6,118,-69.89051090509342,47.140388964826016,12,0,1,0.04007524395064564,8.937147898382776,10.000340257366522
2025-12-01T13:45:50.127905,1,31,-52.04503840538139,64.98586146453805,11,0,1,0.04023899528302987,8.914298557337647,10.025765298604613
2025-12-01T13:45:50.146190,2,194,-70.86377422233527,46.16712564758417,12,0,1,0.04167112952859565,9.025667022965147,9.994921009715885
2025-12-01T13:45:50.160956,3,198,-76.14508672169364,40.88581314822579,11,0,1,0.041367442543860225,8.985367036867553,10.195995082393397
2025-12-01T13:45:50.188551,4,49,-59.62789315979982,57.40300671011962,10,0,1,0.04153959881590657,8.960651105459464,10.136635629988778
2025-12-01T13:45:50.213996,5,149,-75.55759827857582,41.47330159134361,11,0,1,0.042051225498316566,9.04454641765251,10.037454999306913
2025-12-01T13:45:50.228833,6,175,-72.38823379141685,44.642666078502586,8,0,1,0.042733259429406374,9.092217545021352,9.894058159004192
2025-12-01T13:45:51.253587,1,25,-57.690060844970475,59.34083902494896,9,0,1,0.041514959384985686,8.956949580851324,9.992713868323424
2025-12-01T13:45:51.281111,2,158,-73.23286019536121,43.798039674558225,12,0,1,0.04166773304102987,8.941024229482156,10.065274983869001
2025-12-01T13:45:51.303112,3,110,-70.96617645319303,46.06472341672641,7,0,1,0.04208005875696024,9.024166495670887,9.981549439809724
2025-12-01T13:45:51.331037,4,26,-51.86998069417936,65.16091917574008,7,0,1,0.04011796207510723,9.013310456848497,9.934543918421914
2025-12-01T13:45:51.350569,5,120,-71.67370392134734,45.3571959485721,8,0,1,0.03974192447684235,9.005962244242635,9.983563626034664
2025-12-01T13:45:51.375160,6,135,-65.42232130125942,51.60857856866002,7,0,1,0.04189985046450853,8.989184505541497,10.064189825726054
2025-12-01T13:45:52.481031,1,112,-73.87372499105356,43.157174878865874,12,0,1,0.04180751844461785,8.938882347339035,9.958629613239676
2025-12-01T13:45:52.528564,2,42,-59.587530919863454,57.443368950055984,9,0,1,0.04145930824966462,8.95212059011107,10.03023605561603
2025-12-01T13:45:52.546031,3,65,-55.28064171202363,61.75025815789581,12,0,1,0.04104678598236007,8.96075111614292,10.014903312972857
2025-12-01T13:45:52.561231,4,89,-65.31162223406233,51.71927763585711,10,0,1,0.03926964925484654,8.93897235129052,9.964131270319436
2025-12-01T13:45:52.575952,5,96,-69.4857666798386,47.54513319008083,9,0,1,0.04061702370013004,9.00549060248692,10.13694424987084
2025-12-01T13:45:52.593900,6,96,-69.63363028397497,47.39726958594447,12,0,1,0.041773731132445376,8.967588560252691,10.241652774791332
2025-12-01T13:45:53.638956,1,128,-66.13378674069216,50.89711312922728,9,0,1,0.0413881503274453,9.024942124517574,9.972321342283085
2025-12-01T13:45:53.664437,2,97,-63.83748669106564,53.193413178853795,11,0,1,0.03969661789027125,9.02223739003104,10.167472778193043
2025-12-01T13:45:53.694407,3,139,-69.27196959283768,47.75893027708176,12,0,1,0.042911843690806355,9.098095400060696,9.973019566807075
2025-12-01T13:45:53.720140,4,164,-72.45448723592459,44.57641263399485,12,0,1,0.040284835050179595,8.916585984421243,9.946898192288444
2025-12-01T13:45:53.759432,5,136,-68.78887252013573,48.24202734978371,10,0,1,0.038288813886091164,8.994581792257446,10.012487638511022
2025-12-01T13:45:53.794138,6,88,-67.11534608620644,49.915553783712994,10,0,1,0.03979862606882002,9.039858648243841,9.85848739454539
2025-12-01T13:45:54.837618,1,152,-69.36086404658737,47.67003582333207,11,0,1,0.04237043783739626,8.94306682585248,10.065960805077815
