var_acc,peak_acc,mean_acc,gas_rise,gas_mean,vib_rms,label
5.900173210123946,9.97928934221507,1.7072671535355035,20.16350916449845,9.081770856228994,0.03817715250340396,1
5.815021200409831,9.893309491109372,1.7370701335880034,19.967938343725855,8.99233072044363,0.03917025299285525,1
5.857895957083511,9.93646695413965,1.7206934927952673,20.010235676301313,8.999003140363126,0.04145598122131479,1
6.079215187468153,10.062888327664112,1.7100199665174272,19.711699184473186,9.079915075899248,0.04012450099254804,1
5.860289471718531,9.998456513169398,1.7319614634184075,20.184690260415692,9.012957083152806,0.04212529862519026,1
6.03358763923312,10.053245847516777,1.742291776297843,19.940357802997056,8.956471314482334,0.04171447643428621,1
5.961910563382001,10.061589404948556,1.7422127419704239,20.25750453692932,9.012101902735544,0.043052355852101716,1
6.0819951288307195,10.129006607977033,1.7442263029086944,20.24623463053572,9.127396114191066,0.041578357971601615,1
6.005768024731988,10.004193429332568,1.7381881464322815,19.77814722241316,9.074588648047818,0.04183781753006663,1
6.045900977561486,10.209646298277612,1.7493817474279978,20.324870448107806,8.988658902423008,0.041945235384852814,1
5.980887808818268,10.019190713390497,1.7295662438845438,20.200211615597393,8.97744530677077,0.03995616685224577,1
5.978395503302695,10.060736269169515,1.7591823680549645,20.304238677186305,9.039217412222358,0.04041067863799398,1
6.078815752359879,10.143185114219344,1.7410909753689785,19.881902507161115,8.993288526513012,0.04044728267408535,1
5.889793894792922,9.971577340827308,1.7542565090358362,19.96661202218261,8.988133452315632,0.04041797082388434,1
6.117452593479435,10.141059949865891,1.7247443903617805,20.263121059019934,9.008196491995943,0.040947853311338905,1
5.888394827092837,10.110423067275391,1.7213721191716864,20.205463438870233,9.00160558361829,0.04196445170059817,1
6.049960751598034,10.076133424213232,1.724642980847344,19.906615889518793,8.923455430411456,0.04384475736545609,1
6.0772368131351175,10.093080258249447,1.731666502076804,20.08375208760054,9.016142156982445,0.042026126292643164,1
5.937204661628087,10.126337919606364,1.7080820505136642,19.845616046167528,9.111593932045649,0.041068729523923146,1
6.045570623056999,10.128838721999214,1.7202303397787655,19.570950045586812,9.0312421599367,0.04023356193127075,1
5.861383477118617,9.992052790106728,1.7340380012109782,20.043360255046473,8.95983792640246,0.040194732301445324,1
5.931193734401015,9.983570951504397,1.753724864892204,19.71882761383916,9.003816061193683,0.03939981417247463,1
5.934060900398097,9.963784385935481,1.7392268894898517,20.069083488694922,8.932338071447587,0.042282684924709386,1
5.9829978085172195,10.00996816507867,1.697052746944203,19.964248019179685,9.06729797340022,0.04053244986883703,1
5.925570655612472,9.913068543091661,1.7128567791008182,19.418375889857053,8.927945838680632,0.04194257504450239,1
6.0537586719545775,10.097381119163995,1.7414200421197832,19.90369888335883,8.981123073159846,0.0407669509813902,1
5.962967427188136,10.02373290794386,1.7497129707248118,19.96677953729386,9.074303904528499,0.04138666159260311,1
5.97835719893489,9.969718763140676,1.7147460622035664,19.914435501902755,9.083534741237562,0.04152985134107578,1
6.037811156900668,10.03346251905141,1.7344684612335632,20.171382720723287,8.983620724074104,0.040218285874575085,1
5.813553618817292,9.906236852943204,1.7354792973462478,20.148020884319205,8.915027091840406,0.041754920938269935,1
5.813434175545123,10.012259435967705,1.6950806390328341,19.778558484333686,8.944091522565287,0.04200140107639847,1
5.879360202970774,9.950690627547434,1.7151237776592048,20.032961284954865,9.011074256663166,0.04121563806031545,1
5.919658115140288,10.017156151000568,1.76449727605633,19.82960125240449,8.881102688197071,0.03952094346130798,1
5.887409926610024,9.948304502602884,1.7238707067512358,19.706435633516772,9.033426014195351,0.04111558992645423,1
5.989491125092356,10.096452619472062,1.683232510451673,19.58341271078,9.024176919268728,0.04184018562192019,1
6.002887076875215,10.031037830059162,1.737524850303788,20.152648689447076,8.881573710800891,0.04249192028019506,1
5.937141916155772,9.92952584314523,1.7235029806149336,19.824229903145195,9.105148011592709,0.0421208172317929,1
5.989217919860035,10.11480093207248,1.744279036506989,20.350186122257774,8.951621500608663,0.041905492171408376,1
5.853815669284826,10.024768995416618,1.738389900065034,20.15231395799501,9.101017727979826,0.041969869932927395,1
6.046811940730328,10.111868030786509,1.7269524831396597,19.695509671754362,8.970832098399088,0.03998193202395979,1
6.0277251307018505,10.126511627423845,1.7637178260941169,19.685623771997125,9.058947771534324,0.04114628330595047,1
