gas_mean,gas_max,gas_std,gas_rise,vib_rms,vib_peak,vib_spec,acc_mean,acc_var,acc_peak,label
5.060065368889639,5.236870005962682,0.17486200913549443,0.30741011896188297,0.009977643863900636,0.028896899217346513,0.009951320556955573,1.0105126460647886,0.0026406845768323934,1.1430169790907163,normal
5.013323385430265,5.355924036243221,0.25124855349428843,-0.4347566296385814,0.01026199007404437,0.0414254996021685,0.010524840073383713,1.0091928311367446,0.0029660374702692406,1.2358151779007231,normal
5.811963402828046,7.6686883547830575,1.071994719351505,-2.4814158428937105,0.009947957407833635,0.026578509659490462,0.00989068875465427,1.0054132877152961,0.002728873387648163,1.1441750860993238,normal
5.068476101681091,5.47370023018099,0.23456690260855254,0.5127755064146404,0.00989577110016991,0.027394358906147942,0.009785113291891141,1.0115908321626992,0.002617500496061239,1.185914201490933,normal
6.163934609110705,8.926065923779552,1.6377554740724647,1.048827517054967,0.009835809868502805,0.03775265366572225,0.009671487807511835,1.006164558689006,0.002679409621150406,1.1275791544140763,normal
5.176182635611441,5.338918044664048,0.14009147296937524,-0.02239805550221252,0.01014317101983795,0.02317855548763451,0.010281963663596955,1.0100232160516764,0.00299487316916236,1.1315735950035766,normal
4.985533186061693,5.091700410557347,0.08601481726352192,-0.1734408328833723,0.010109295873163827,0.029073056732634644,0.010215813459851772,1.0151578873549685,0.002945628254603436,1.1389592854022432,normal
5.152823290482034,5.371058233144762,0.21061179278991468,-0.44311630139959135,0.009930165531705878,0.04027737615302493,0.009859645790456001,1.0153340782448226,0.003015707079172437,1.1462950568173456,normal
4.951835515757121,5.07736419636679,0.13715929960707768,0.0710799928273147,0.009919967810163452,0.02761586790378827,0.009840957983800603,1.0105328451677855,0.0026014223904607535,1.1234432679589494,normal
5.004901046341438,5.054321070423806,0.02938979474930923,-0.06747360305742056,0.009886047414393065,0.024830499030985706,0.009752280487753359,1.0049318870612773,0.0024373233366490493,1.1404625697295812,normal
5.051968649447835,5.227299358043721,0.15248234834065333,0.19021248523292744,0.009822477173224082,0.03134143548945784,0.009635861490811179,1.0150620645303723,0.002682850426847635,1.1552513361675012,normal
4.923056217571271,5.09990135863686,0.13159029829674124,0.19764545366312092,0.009898489733548893,0.03601750267409944,0.009797386612307273,1.0119607893011229,0.0020861753788672306,1.1447116963460422,normal
4.518395965155985,4.777500593183499,0.3984974360431837,0.9480778318026144,0.010039950669447633,0.03291267216287898,0.010083766416129505,1.0086089578893267,0.00237886584104967,1.1373063536929604,normal
5.056988360090443,5.206233336323729,0.1402755230674683,0.2796652925114129,0.010216102152707948,0.029166162364413054,0.010430389585990326,1.0075580069620986,0.00251270933429314,1.1486413963347932,normal
5.093676497286808,5.182232199492706,0.05892801396767515,0.07330418750506773,0.00996473479831532,0.02797846579815098,0.009919086860301915,1.0056278705953021,0.002488716481934832,1.1265948954322256,normal
5.062568643634711,5.287284663970407,0.15972518481058745,0.02532567690859544,0.009982655464465317,0.030654945104333413,0.009965420118946666,1.0114015014884594,0.002615305099152052,1.2227353815401933,normal
5.86150673964646,8.728719282476428,1.6594000865860659,-3.804891681533605,0.010023804733584819,0.030018291774151704,0.010047782605927291,1.0141638388699712,0.002186611072931101,1.14164996678647,normal
4.935431439066654,5.059108380286146,0.11275971719790177,0.1381350808880386,0.010223033690059906,0.026710332473276893,0.010450345244570383,1.0080976058785172,0.003001349053305343,1.1840253997479864,normal
4.980970269945496,5.195504161468933,0.16913987451569043,0.24210131400137147,0.010152847093759534,0.031007535131818035,0.010305542888431753,1.0079299565960924,0.002557653663529622,1.1768084733109874,normal
5.085722617109586,5.376823428144659,0.266692975803463,0.4373876621017141,0.009919413115686698,0.028149047332076106,0.00983752866126556,1.0159972290226085,0.0027342984653239842,1.1368794161824491,normal
5.694126412673214,7.933022731984933,1.3012743651506802,0.4134304214770719,0.010257125049264649,0.027536755015015922,0.010511138154725833,1.0092170141869063,0.00246504238676867,1.1340680686927738,normal
4.9967152270307515,6.753429017731083,1.3939976496830977,-2.3274943157511445,0.01012550998826908,0.023474479338597136,0.01023913582314702,1.009163075519208,0.002228955046621442,1.1311867307263208,normal
5.012043404122506,5.2554691201960475,0.16939034092511512,0.13330414688164982,0.00998703732918862,0.029830517412726684,0.009964021209885291,1.0147087326573572,0.002322316499960898,1.1414063719107854,normal
5.061634663638088,5.239294531799476,0.23998185911677092,0.06108311535289879,0.010122854462513953,0.026254909998153286,0.010245030452502985,1.0022779065447605,0.0023641979971523214,1.1440232863959958,normal
5.120175540339448,5.375224733904303,0.1534431985111801,0.08168200333014042,0.009887102338651402,0.028624692559081545,0.00978096765128499,1.0141251301989924,0.0029536498938424983,1.2126017900828003,normal
4.9082033371356975,4.9645864135687665,0.052522647394866916,-0.08907181614382242,0.010090154815420534,0.029814240595269225,0.010168625197348789,1.0139523916280826,0.0028840575707078046,1.181841578161028,normal
5.056678597812249,5.3254965061751705,0.24621180703220047,-0.1616145622841758,0.009987628347527047,0.026960112712431317,0.009966215294989086,1.013858825570606,0.002350522632527808,1.1328651068875057,normal
5.001066302521696,5.128896163614569,0.10869507665304264,-0.10130185060710861,0.009750933516934826,0.02815517027841498,0.009510419412908255,1.0092867730610866,0.0022758159113113584,1.1410224388480268,normal
4.9215914693089005,5.026922842934369,0.08735304723741717,0.23872486083376288,0.009864538857860088,0.028123271228564905,0.009728846675029917,1.01192821541809,0.0028754783713251576,1.1603265087529686,normal
4.907542272875536,5.0331790247077,0.11171486671499249,-0.19792219742151218,0.010158467665142475,0.026146872115161524,0.010321483765489635,1.0115369928921998,0.0026710808065300478,1.1499363563883684,normal
4.988162222796561,5.196490299983185,0.14154694571209422,0.3624329155614818,0.009816942194267412,0.03026456240136051,0.009635451367220684,1.0078331174186528,0.0022859003848907946,1.1554241946904091,normal
5.226712014648431,5.496019526760336,0.1868026459808577,-0.08470955116489964,0.009994507828012672,0.02980503834284216,0.009992970621043519,1.0091327404493837,0.002755361711593032,1.156953948095901,normal
5.051700425145893,5.186240769582671,0.09667456551382861,0.14938683198573166,0.010125882810760028,0.023950713668193145,0.010245137596928373,1.0151347251358471,0.0031559409512806787,1.1748850788064704,normal
4.909019139510814,5.193851105072004,0.19620146440116992,-0.30265841022227136,0.010155562893361374,0.03560410860661393,0.010312646588603097,1.0043330453930293,0.002568354993458019,1.1953854606533139,normal
5.427131783731836,6.688958588693682,0.7384960939802829,-1.6542474761366046,0.00986123366335552,0.02927504854306636,0.009725399475374383,1.00987568591548,0.002412101617755102,1.1336367524619926,normal
5.06668548123015,5.374623420658908,0.23588576468087968,0.42746907505139564,0.009807055581677862,0.02684325200834433,0.009634240991045989,1.0047963411926952,0.0029069490227740446,1.148016958467101,normal
5.094398810716912,5.167839273353396,0.045095953750046026,-0.03344173337291867,0.010095487471239072,0.029567411128198138,0.010191312747647762,1.0174404609567609,0.0024063308204373872,1.1753422462869416,normal
6.005426972225164,8.912311798447815,1.6846744466364847,-0.10813971638246489,0.010156938502294153,0.03093739904783894,0.010315858685044905,1.006844832408782,0.002446109466295325,1.1455218456146776,normal
5.024791254837308,5.172360821433469,0.12690444554026742,0.2662140159237687,0.009867148851197093,0.03150818790203374,0.009735574007804499,1.0066360694213077,0.0030521372191686246,1.1656460394101542,normal
5.044461945268028,5.143857954768654,0.09923630486279532,0.05779827426390316,0.009793241574631188,0.028255696550686753,0.009589739060589223,1.0090877534457257,0.0027850252529011046,1.1295793376987702,normal
4.704452861754614,5.319514227296557,0.7460065034316149,1.7979140617240006,0.00996941904225314,0.03084686279527654,0.009935979268220594,1.0043518715633035,0.0027043520620608718,1.1312172641996496,normal
4.988168219605393,5.158286095963576,0.11128991028522586,0.13884324963983552,0.010173919456136899,0.030771867464780844,0.010350427005379572,1.0143786588570038,0.002537375781400164,1.1445216381212844,normal
4.996284413482503,5.261524847091282,0.16104090457795955,0.07802233383903179,0.010346956264507877,0.02703267093168172,0.010704069440187071,1.0135849590024224,0.0026664769981383234,1.1748426873318958,normal
4.925162680295257,5.044761784263492,0.0971912863163005,0.04756120773110606,0.010073483136411796,0.032144128149013684,0.010148080948498726,1.0104883461705432,0.002433689665231868,1.1350638989637076,normal
5.154442968398621,5.317182022830693,0.09805123425685748,0.05973387106523109,0.010066886784246028,0.027638325206513225,0.010140689830772842,1.0092798382392025,0.0021204261707206684,1.125388362491231,normal
4.953176874695239,5.156351474187044,0.1392461476352796,0.048100213513084356,0.01027090414828233,0.030526075508548713,0.010549574317731321,1.0110595596706375,0.002270851161121056,1.1356006281202284,normal
4.986716551684232,5.201871272972715,0.1385542817648736,0.37276377092124324,0.00975245127617765,0.02764705650172249,0.009510107396934408,1.017657240382994,0.0024840377809265722,1.1590152571366632,normal
4.9827522709428465,5.121714500224859,0.13677107193332802,0.18577839276104147,0.009971934714227566,0.02555106131229974,0.009942937765970739,1.0062431399800018,0.0028464484672493058,1.1990588224076018,normal
5.255334435902042,5.40296983542504,0.10855611649322285,0.19013580636744098,0.009802965995634986,0.029152709284290937,0.009600218733664127,1.014291096739299,0.0023402711493626955,1.153304899259487,normal
5.0329543729406225,5.1997752141979605,0.1369242458902331,0.35703294910384553,0.009918295876736656,0.026701969713413837,0.009836632558603812,1.0089934371648774,0.002872067328271244,1.133870040214795,normal
4.985533275639025,5.283575953478506,0.20462767070250706,-0.25853323443707055,0.010186586124100418,0.025237275730909066,0.01037360072837003,1.008868508528445,0.0023358431090640037,1.156922156159202,normal
4.689401110074611,5.069449275037276,0.46226735716807127,-0.849050577433661,0.009858943632782445,0.03151804697383029,0.009724809576361427,1.0133747328436729,0.0022704620954819123,1.1271962217478304,normal
4.983042166732474,5.133214750769823,0.13665468373333023,0.0317097407149145,0.009957251437320964,0.0262940717072597,0.00991424966180781,1.0088232093314988,0.0027407468916631926,1.1553746794099746,normal
4.851111727975837,5.162210026549307,0.23993516028966605,0.04221870054609145,0.010183291466179367,0.02944555357692944,0.010365426095321859,1.0142439715039397,0.0026812353965728446,1.156531613366992,normal
4.995392105288196,5.156332505363058,0.17506014233979542,0.42468201092402236,0.010218854528078438,0.032497275352794154,0.01043745981462317,1.0138789375339947,0.00256652945458407,1.1331496222152602,normal
5.054719871938999,5.300845701679285,0.17227137942167733,-0.2555515814489011,0.009923837161914804,0.030323713614880277,0.009843920661570525,1.0155059325186955,0.002404534259116837,1.1584634415948503,normal
4.970387432216171,5.1557877070687335,0.12595570791700303,0.2555280637838866,0.009979353083905981,0.028015444466105665,0.009958717177173006,1.0107682295689877,0.00294894820665282,1.160300205957815,normal
4.930956224736139,5.179121572068119,0.20172369244742375,-0.10528059327471162,0.009793420732857909,0.029684577254878573,0.009591058471520787,1.0124378773266143,0.0024928562578918154,1.1669425397812165,normal
4.806725308929529,4.927854973920699,0.09153808256968911,0.18199083133726113,0.009963271004402993,0.025328922339586106,0.009917710791736452,1.0078545594429118,0.002383567700350887,1.1516420893265986,normal
4.956882599728825,4.978260660577329,0.030091591774485643,0.010773221679507117,0.00994357289112971,0.030862782663843628,0.009885806470605593,1.0142733535147637,0.0026345857199575394,1.1626601292581948,normal
5.1277539717873895,5.530505139303612,0.26796481334541716,-0.3059745397642164,0.01011549489226043,0.03100498481220969,0.01022894609364222,1.0073561625528178,0.002488421851145278,1.1611813041174004,normal
5.097079958025416,5.241450573210468,0.14473848509633122,0.12617342605232373,0.010036058143541767,0.026674115637139114,0.010067693360435725,1.0070549161017797,0.002487265553879957,1.1820064702767519,normal
5.163320539156384,5.286844071333407,0.08058307947711249,-0.12543615618587456,0.009969796937269619,0.025886950566294524,0.009934961407371745,1.0046683005990626,0.0024919801145342545,1.1439618721306906,normal
5.003161034270146,5.1442079218827725,0.08498695714350392,-0.22357695418265333,0.009995281638879555,0.038090811604575316,0.00998931635172057,1.0051850618028924,0.002062251148074537,1.1057980918337211,normal
5.820150612911319,7.786868656502644,1.228940762012922,-1.862622551533577,0.010063310348752538,0.026362970971264478,0.010122168593574295,1.0041004050065887,0.002674112360267206,1.1377719530117492,normal
